VAR01;VAR02;VAR03;VAR04;VAR05;VAR08;VAR09; VAR11 ; VAR12 ;VAR13a;VAR13b;VAR13c;VAR13d;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR25;VAR26; VAR27 ;VAR28; VAR31 ;VAR34;VAR39
5;0;1;33;75;15;11;1,27;5,15;33;43;54;4;2;0;0,48;134;17;69;1;0;0;3;9,29;4;60,00;0;1
1;0;0;1;39;15;11;0,04;1,54;12;8;20;0;1;0;0,11;40;1;36;0;0;0;0;2,43;4;11,00;0;1
0;0;0;1;4;15;11;0,04;0,31;5;0;3;0;0;1;0,01;8;0;4;0;1;0;3;1;4;1,00;0;0
4;0;1;10;56;15;11;0,38;2,65;26;21;21;1;2;0;0,24;69;8;50;0;0;0;8,33;4,78;4;29,00;0;0
4;0;1;4;48;15;11;0,15;2,12;16;20;19;0;2;0;0,15;55;2;41;0;0;0;1;4,63;4;26,00;0;2
3;1;1;31;76;15;11;1,19;5,81;60;60;31;0;2;4;0,24;151;17;61;10;9;0;2,5;3,67;4;24,00;0;0
6;3;0;26;46;15;11;1,00;3,50;15;40;34;2;2;0;0,27;91;17;43;0;0;0;17,2;8;4;38,00;0;0
5;3;1;14;62;15;11;0,54;2,88;40;10;25;0;2;4;0,75;75;3;43;10;7;1;14,5;5,86;4;36,00;1;0
5;1;0;0;54;15;11;0,00;2,35;11;25;23;2;2;0;0,08;61;0;49;1;0;0;1;4,38;4;16,00;0;0
4;1;1;2;49;15;11;0,08;3,15;17;21;40;4;2;0;0,14;82;1;44;2;0;0;0;4;4;19,00;0;0
4;0;0;0;45;15;11;0,00;2,96;16;32;29;0;2;0;0,12;77;0;41;1;0;0;4;3,63;4;15,00;0;0
2;0;0;1;3;15;11;0,04;0,65;3;7;7;0;1;0;0,03;17;1;3;0;0;0;1;2;4;4,00;0;2
1;0;0;0;0;15;11;0,00;0,62;12;2;2;0;0;0;0,06;16;0;0;0;0;0;2,67;2;4;4,00;0;0
2;1;0;5;44;15;11;0,19;1,85;11;10;21;6;0;3;0,42;48;0;40;1;5;0;17,2;9;4;27,00;0;0
0;0;0;0;0;15;11;0,00;0,54;3;6;5;0;0;0;0,05;14;0;0;0;0;0;3;1,4;4;5,00;0;0
4;0;1;33;76;15;11;1,42;4,19;34;37;37;1;2;5;0,31;109;11;55;10;10;0;3,4;4,9;4;36,00;0;0
6;4;4;30;67;15;11;1,15;11,62;69;95;97;9;2;1;0,75;256;17;63;0;1;0;13,4;13,43;4;70,00;0;1
1;0;0;0;15;15;11;0,00;0,27;2;2;3;0;0;0;0,04;7;0;12;1;0;0;3;7;4;7,00;0;0
1;0;0;0;47;15;11;0,00;1,19;13;7;11;0;1;0;0,12;31;0;44;0;0;0;4;4,5;4;21,00;0;1
4;0;0;10;50;15;11;0,38;3,04;40;24;15;0;2;0;0,28;79;7;43;0;0;0;7,25;5;4;24,00;0;0
3;0;0;1;51;15;11;0,04;3,00;49;23;5;1;2;0;0,52;78;1;45;2;0;0;17,2;5,57;4;32,00;0;0
4;0;1;5;53;15;11;0,19;7,31;50;65;73;2;2;0;0,75;190;3;44;1;0;0;7,2;9,78;4;70,00;0;1
4;0;1;13;54;15;11;0,50;2,85;47;19;8;0;2;5;0,37;74;5;47;2;7;0;3;5;4;28,00;0;1
4;0;1;2;50;15;11;0,08;1,62;15;8;19;0;2;0;0,19;42;2;45;0;0;0;3;4,86;4;24,00;0;0
4;3;3;9;54;15;11;0,35;8,12;60;53;97;1;2;1;0,75;211;3;44;5;1;0;17,2;5,89;4;45,00;0;0
4;0;0;0;43;15;11;0,00;0,65;7;7;3;0;2;0;0,06;17;0;40;0;0;0;0;3,5;4;13,00;0;0
4;0;0;3;44;15;11;0,12;2,92;26;11;39;0;2;0;0,25;76;3;40;0;0;0;5,67;5,33;4;25,00;0;0
4;1;0;5;32;15;11;0,19;3,27;32;29;23;1;2;1;0,27;85;4;29;0;1;0;4;8,33;4;39,00;0;0
4;0;0;1;6;15;11;0,04;0,96;3;5;17;0;1;0;0,24;25;1;6;0;0;0;10,67;7;4;28,00;0;2
5;1;2;0;47;15;11;0,00;2,92;15;29;16;9;2;0;0,09;76;0;43;1;0;0;1;3,25;4;16,00;0;1
4;0;0;1;47;15;11;0,04;3,00;13;36;29;0;2;1;0,22;78;0;41;0;1;0;9,6;2,78;4;15,00;0;3
6;0;0;2;50;15;11;0,08;3,15;21;33;27;1;2;0;0,21;82;2;46;0;0;0;2;6,13;4;29,00;0;0
3;0;1;1;45;15;11;0,04;1,54;10;16;14;0;2;1;0,14;40;0;41;0;1;0;2;6,14;4;30,00;0;0
3;0;0;0;45;15;11;0,00;1,77;16;13;16;1;2;0;0,10;46;0;42;0;0;0;0;3,75;4;21,00;0;0
5;0;1;0;32;15;11;0,00;1,31;15;8;9;2;2;0;0,09;34;0;29;0;0;0;0;2,5;4;11,00;0;1
5;2;1;9;65;15;11;0,35;11,62;69;95;97;2;2;5;0,75;256;0;52;8;9;0;17,2;13,43;4;70,00;0;1
1;0;0;4;5;15;11;0,15;0,77;12;5;2;1;0;0;0,09;20;0;5;0;0;0;4,5;6;4;6,00;0;0
4;0;0;7;45;15;11;0,27;2,31;18;12;30;0;2;3;0,30;60;3;37;2;3;0;2,5;4,29;4;21,00;0;0
4;0;1;16;64;15;11;0,62;5,00;25;55;49;1;2;2;0,39;130;13;59;1;3;0;8;4,2;4;32,00;0;1
2;1;1;0;16;15;11;0,00;1,15;3;13;14;0;0;0;0,08;30;0;15;0;0;0;0;13,43;4;16,00;0;1
4;0;1;21;44;15;11;0,81;2,46;15;24;24;1;2;0;0,26;64;17;37;2;0;0;1;4,33;4;25,00;0;3
4;1;0;0;51;15;11;0,00;5,23;59;37;38;2;0;0;0,33;136;0;42;5;0;0;15,75;4,13;4;27,00;0;0
4;0;1;5;52;15;11;0,19;4,88;18;35;68;6;2;2;0,30;127;1;42;7;4;0;2,25;6,5;4;34,00;0;0
4;1;1;33;76;15;11;1,92;8,04;39;78;73;9;2;5;0,75;209;17;67;6;10;0;11,5;5,5;4;36,00;0;0
5;0;0;0;45;15;11;0,00;2,65;17;27;8;9;2;0;0,12;69;0;41;1;0;0;1;3;4;15,00;0;0
4;1;0;8;55;15;11;0,31;4,92;17;47;62;2;0;1;0,74;128;6;49;1;1;0;11,75;13,43;4;70,00;0;0
4;0;0;11;55;15;11;0,42;2,38;9;32;17;4;2;0;0,26;62;8;49;1;0;0;5;4;4;22,00;0;0
6;4;2;13;70;15;11;0,50;5,31;44;69;25;0;2;2;0,48;138;8;60;4;2;0;16,67;7,38;4;40,00;0;1
5;0;1;5;71;15;11;0,19;10,65;58;95;97;3;2;2;0,29;256;2;52;10;3;0;3,2;13,43;4;70,00;0;4
1;1;0;0;10;15;11;0,00;0,50;5;6;2;0;0;0;0,09;13;0;10;0;0;0;7,6;6;4;6,00;0;0
4;0;1;2;47;15;11;0,08;5,69;40;50;54;4;2;0;0,22;148;2;44;0;0;0;2;12;4;61,00;0;0
4;1;0;1;47;15;11;0,04;1,38;10;21;5;0;1;1;0,12;36;0;43;0;1;0;3,5;2,78;4;14,00;0;0
3;0;0;5;49;15;11;0,19;2,88;17;27;31;0;2;1;0,27;75;3;45;0;1;0;6,5;6,57;4;29,00;0;0
4;0;4;26;60;15;11;1,00;1,96;23;18;10;0;2;0;0,29;51;17;50;0;0;0;5;9,29;4;57,00;0;0
6;3;1;10;63;15;11;0,38;5,42;54;53;34;0;2;0;0,61;141;6;52;1;0;1;17,2;7,4;4;58,00;0;0
4;1;2;8;48;15;11;0,31;3,31;36;33;17;0;2;0;0,33;86;8;44;1;0;0;10,5;7;4;41,00;0;0
4;0;0;2;56;15;11;0,08;5,12;27;46;60;0;1;0;0,42;133;2;53;0;0;0;12,8;7,56;4;54,00;0;3
4;0;0;18;57;15;11;0,69;3,73;21;35;40;1;2;0;0,27;97;10;46;1;0;0;7;7,56;4;55,00;0;0
5;1;0;2;34;15;11;0,08;2,88;29;21;22;3;2;1;0,28;75;0;29;1;1;0;8,5;6,83;4;34,00;0;1
3;1;0;17;60;15;11;0,65;6,00;57;55;44;0;2;4;0,36;156;8;45;8;7;0;6;6;4;33,00;0;0
4;0;0;9;45;15;11;0,35;5,96;25;69;49;9;2;0;0,51;155;9;43;0;0;0;7,75;7,38;4;43,00;0;0
4;1;1;10;64;15;11;0,38;11,46;50;95;97;9;2;1;0,36;256;3;51;6;3;0;5;9,86;4;60,00;0;3
4;0;0;1;53;15;11;0,04;2,12;20;15;17;3;2;0;0,13;55;1;45;5;0;0;4;3,11;4;19,00;0;0
6;3;1;33;68;15;11;1,42;5,65;28;67;43;9;2;3;0,38;147;17;57;4;3;1;16,5;8,71;4;50,00;1;0
1;0;0;0;49;15;11;0,00;1,00;8;15;3;0;1;0;0,17;26;0;44;0;0;0;6,5;2,25;4;11,00;0;0
5;1;0;0;45;15;11;0,00;1,27;23;5;5;0;2;0;0,12;33;0;42;0;0;0;9;5,63;4;32,00;0;0
1;0;0;0;45;15;11;0,00;0,81;10;7;4;0;0;0;0,12;21;0;42;0;0;0;0;2,63;4;11,00;0;0
4;2;0;31;70;15;11;1,19;3,69;40;19;37;0;2;4;0,14;96;11;52;10;10;0;1,75;5,29;4;27,00;0;0
4;0;0;1;42;15;11;0,04;2,81;24;23;25;1;2;0;0,30;73;1;38;0;0;0;4,75;4,88;4;29,00;0;3
4;0;0;33;76;15;11;1,27;9,85;43;51;97;5;2;0;0,75;256;17;69;0;0;0;11;7,67;4;56,00;0;0
3;0;0;0;17;15;11;0,00;1,81;24;20;3;0;0;0;0,12;47;0;15;0;0;0;5,4;5,75;4;23,00;0;0
2;0;0;0;14;15;11;0,00;1,00;6;20;0;0;0;0;0,12;26;0;12;0;0;0;12;3,33;4;10,00;0;0
0;0;0;0;17;15;11;0,00;0,27;2;4;1;0;0;0;0,01;7;0;15;2;0;0;0;1;4;2,00;0;0
5;0;1;0;51;15;11;0,00;5,50;44;46;51;2;2;0;0,40;143;0;44;2;0;0;1;11;4;69,00;0;1
5;2;1;13;44;15;11;0,50;4,42;22;78;13;2;2;5;0,45;115;6;36;4;5;0;5,4;4;4;21,00;0;0
1;1;0;8;51;15;11;0,31;2,31;31;19;9;1;1;0;0,10;60;6;46;0;0;0;8;3,6;4;15,00;0;0
5;0;0;6;49;15;11;0,23;2,15;10;16;26;4;2;0;0,48;56;3;45;0;0;0;4,67;7,71;4;42,00;0;2
5;1;2;32;65;15;11;1,23;5,31;66;36;36;0;2;0;0,40;138;17;52;3;0;0;10;8;4;48,00;0;0
4;0;1;3;45;15;11;0,12;3,96;34;41;28;0;2;3;0,24;103;0;40;2;3;0;7,33;4,57;4;27,00;0;0
5;1;2;6;51;15;11;0,23;3,04;25;34;20;0;2;3;0,42;79;1;40;8;5;0;14,2;4,57;4;26,00;0;0
4;0;0;0;47;15;11;0,00;2,62;27;21;20;0;2;0;0,19;68;0;41;1;0;0;7,67;3,25;4;19,00;0;3
3;0;0;24;66;15;11;0,92;8,04;69;80;60;0;2;5;0,17;209;4;46;10;10;0;5;7,57;4;47,00;0;0
4;3;4;33;76;15;11;1,92;11,62;69;95;97;4;2;5;0,75;256;17;69;10;10;0;7,67;13,43;4;70,00;0;0
6;3;1;7;58;15;11;0,27;3,81;26;34;39;0;2;0;0,49;99;5;51;1;0;0;17,2;6,11;4;36,00;0;2
5;1;1;0;43;15;11;0,00;2,88;7;46;22;0;2;0;0,72;75;0;40;0;0;0;10,5;7;4;48,00;1;0
3;0;0;0;35;15;11;0,00;3,42;18;19;52;0;1;0;0,30;89;0;31;0;0;0;9,4;3;4;17,00;0;0
4;0;1;1;32;15;11;0,04;1,31;8;1;24;1;2;0;0,19;34;1;29;0;0;0;3;3,14;4;11,00;0;0
3;0;0;0;6;15;11;0,00;2,23;12;42;4;0;0;0;0,21;58;0;5;0;0;0;6;4,38;4;21,00;0;0
2;1;1;0;7;15;11;0,00;0,62;0;8;8;0;1;0;0,05;16;0;7;0;0;0;0;2,5;4;5,00;0;0
4;0;0;6;49;15;11;0,23;4,58;23;48;48;0;2;1;0,75;119;5;45;1;1;0;17,2;9,67;4;63,00;0;3
4;0;1;1;50;15;11;0,04;2,15;10;30;16;0;1;0;0,17;56;0;43;2;0;0;7;5,11;4;33,00;0;0
4;0;1;7;53;15;11;0,27;3,58;18;37;38;0;2;1;0,27;93;1;41;9;6;0;5,67;6,67;4;34,00;0;0
4;0;0;1;47;15;11;0,04;3,31;47;17;21;1;2;0;0,17;86;1;40;3;0;0;1;6;4;34,00;0;0
1;0;0;0;1;15;11;0,00;0,31;4;1;3;0;0;0;0,03;8;0;1;0;0;0;0;8;4;8,00;0;0
6;1;0;0;34;15;11;0,00;1,27;14;5;13;1;2;0;0,19;33;0;31;0;0;0;0;4,43;4;24,00;0;2
5;1;0;33;76;15;11;1,92;5,73;28;66;55;0;2;4;0,31;149;17;65;8;10;0;7,5;6,17;4;27,00;0;0
6;1;1;33;76;15;11;1,42;11,62;69;95;97;5;2;5;0,75;256;17;69;5;6;0;7,6;13,43;4;70,00;0;4
5;0;1;33;58;15;11;1,27;8,31;66;81;62;7;2;5;0,75;216;14;44;10;10;0;17,2;11,44;4;70,00;0;1
4;1;1;1;47;15;11;0,04;1,81;23;7;17;0;2;0;0,13;47;1;41;1;0;0;1;4,5;4;20,00;0;0
5;1;0;1;55;15;11;0,04;2,19;17;26;13;1;2;1;0,16;57;0;50;2;1;0;8,25;4,78;4;29,00;0;0
0;0;0;2;47;15;11;0,08;2,54;29;33;4;0;2;2;0,12;66;0;43;1;2;0;4;3,67;4;3,00;0;0
5;0;1;33;73;15;11;1,38;4,96;31;38;51;9;1;4;0,62;129;17;69;1;4;0;17,2;6,11;4;41,00;0;4
3;0;0;10;57;15;11;0,38;3,58;9;31;53;0;2;1;0,42;93;6;51;0;1;0;7;8,88;4;37,00;0;0
4;0;0;21;67;15;11;0,81;7,08;27;65;90;2;2;2;0,75;184;6;47;10;10;0;17,2;9,9;4;70,00;0;0
4;0;1;7;46;15;11;0,27;6,81;41;55;35;9;2;2;0,26;177;2;39;4;5;0;1,67;4,33;4;27,00;0;0
4;3;1;33;66;15;11;1,27;5,38;19;68;53;0;2;0;0,49;140;0;48;0;0;0;14;7,89;4;58,00;0;0
5;1;1;33;76;15;11;1,92;11,62;66;95;97;2;2;5;0,54;256;17;69;10;10;0;6;13,43;4;70,00;0;1
4;1;0;5;65;15;11;0,19;7,85;58;94;47;5;2;1;0,27;204;2;52;9;3;0;1;6,75;4;46,00;0;0
4;0;1;8;46;15;11;0,31;3,31;13;25;43;5;2;1;0,34;86;4;40;3;1;0;2,67;4,5;4;27,00;0;0
4;0;1;32;76;15;11;1,23;11,62;69;95;72;8;2;4;0,75;256;10;62;10;10;0;10,75;11,1;4;70,00;0;3
4;0;0;0;44;15;11;0,00;1,12;14;9;6;0;2;0;0,10;29;0;40;0;0;0;17,2;4,29;4;20,00;0;0
4;1;2;1;51;15;11;0,04;2,88;32;29;14;0;2;1;0,52;75;0;45;2;1;0;12,75;8,17;4;42,00;0;0
4;0;2;2;51;15;11;0,08;2,73;16;30;25;0;2;0;0,17;71;1;44;0;0;0;4,33;3,5;4;20,00;0;4
1;0;0;9;51;15;11;0,35;1,92;22;12;16;0;2;0;0,12;50;9;46;1;0;0;1;3,2;4;18,00;0;0
4;1;0;11;63;15;11;0,42;3,46;27;27;36;0;2;2;0,22;90;8;58;1;3;0;7;5,5;4;22,00;0;0
4;0;0;0;46;15;11;0,00;2,19;15;17;25;0;1;0;0,10;57;0;41;0;0;0;0;4,86;4;27,00;0;4
5;0;0;13;67;15;11;0,50;7,38;25;95;51;2;2;4;0,29;192;3;47;10;10;0;5,5;7,71;4;47,00;0;0
0;0;0;0;0;15;11;0,00;0,38;1;3;6;0;0;0;0,02;10;0;0;0;0;0;6;1;4;1,00;0;0
2;1;0;1;44;15;11;0,04;1,23;11;9;12;0;2;0;0,04;32;1;40;0;0;1;0;2;4;4,00;1;0
4;0;0;2;44;15;11;0,08;2,42;15;6;42;0;2;0;0,27;63;2;40;0;0;0;0;5;4;29,00;0;1
6;2;1;0;59;15;11;0,00;4,65;17;67;36;1;2;0;0,29;121;0;51;1;0;0;10;8,14;4;47,00;0;0
5;0;0;1;54;15;11;0,04;4,65;17;86;16;2;2;0;0,75;121;1;48;3;0;0;17,2;13,43;4;70,00;0;2
4;1;1;33;75;14;11;1,27;5,15;33;43;54;4;2;0;0,48;134;17;69;1;0;0;4;10,83;4;57,00;0;0
1;0;0;1;39;14;11;0,04;1,54;12;8;20;0;1;0;0,06;40;1;36;0;0;0;1;1,86;4;6,00;0;1
0;0;0;1;4;14;11;0,04;0,31;5;0;3;0;0;1;0,00;8;0;4;0;1;0;0;0;4;0,00;0;0
4;1;0;10;56;14;11;0,38;2,65;26;21;21;1;2;0;0,27;69;8;50;0;0;0;11,2;3,5;4;20,00;0;0
4;0;0;4;48;14;11;0,15;2,12;16;20;19;0;2;0;0,16;55;2;41;0;0;0;0;5,86;4;37,00;0;3
5;2;0;31;76;14;11;1,19;5,81;60;60;31;0;2;4;0,18;151;16;61;10;9;0;6,5;4,83;4;23,00;0;0
4;1;1;26;46;14;11;1,00;3,50;15;40;34;2;2;0;0,42;91;17;43;0;0;0;11,33;7,22;4;55,00;0;1
3;1;0;14;62;14;11;0,54;2,88;40;10;25;0;2;4;0,43;75;3;43;10;7;0;10,5;3,17;4;15,00;0;0
4;1;2;0;54;14;11;0,00;2,35;11;25;23;2;2;0;0,06;61;0;49;1;0;0;0;3,33;4;11,00;0;0
4;1;1;2;49;14;11;0,08;3,15;17;21;40;4;2;0;0,08;82;1;44;2;0;0;0;2,25;4;10,00;0;0
4;1;1;0;45;14;11;0,00;2,96;16;32;29;0;2;0;0,12;77;0;41;1;0;0;1;2,5;4;10,00;0;0
2;0;0;1;3;14;11;0,04;0,65;3;7;7;0;1;0;0,02;17;1;3;0;0;0;5;1,5;4;3,00;0;2
1;1;0;0;0;14;11;0,00;0,62;12;2;2;0;0;0;0,03;16;0;0;0;0;0;1,5;2;4;2,00;0;0
2;1;0;5;44;14;11;0,19;1,85;11;10;21;6;0;3;0,20;48;0;40;1;5;0;7,67;12,5;4;25,00;0;0
0;0;0;0;0;14;11;0,00;0,54;3;6;5;0;0;0;0,02;14;0;0;0;0;0;1;1;4;3,00;0;0
4;1;0;33;76;14;11;1,42;4,19;34;37;37;1;2;5;0,22;109;11;55;10;10;0;3,4;7;4;38,00;0;0
4;1;0;30;67;14;11;1,15;11,62;69;95;97;9;2;1;0,75;256;17;63;0;1;0;8,4;13,43;4;70,00;0;0
1;1;0;0;15;14;11;0,00;0,27;2;2;3;0;0;0;0,06;7;0;12;1;0;0;0;5;4;5,00;0;0
1;1;0;0;47;14;11;0,00;1,19;13;7;11;0;1;0;0,06;31;0;44;0;0;0;0;13;4;13,00;0;0
4;1;1;10;50;14;11;0,38;3,04;40;24;15;0;2;0;0,47;79;7;43;0;0;0;17,2;4,17;4;20,00;0;2
2;2;1;1;51;14;11;0,04;3,00;49;23;5;1;2;0;0,14;78;1;45;2;0;0;2;2,4;4;6,00;0;0
4;1;0;5;53;14;11;0,19;7,31;50;65;73;2;2;0;0,44;190;3;44;1;0;0;10;8,86;4;54,00;0;0
4;0;0;13;54;14;11;0,50;2,85;47;19;8;0;2;5;0,12;74;5;47;2;7;0;1;3,83;4;18,00;0;2
4;1;0;2;50;14;11;0,08;1,62;15;8;19;0;0;0;0,07;42;1;44;0;0;0;0;2,29;4;10,00;0;0
4;2;2;9;54;14;11;0,35;8,12;60;53;97;1;2;1;0,40;211;3;44;5;1;0;17,2;4,67;4;24,00;0;0
2;1;0;0;43;14;11;0,00;0,65;7;7;3;0;2;0;0,04;17;0;40;0;0;0;0;2,8;4;5,00;0;0
4;1;1;3;44;14;11;0,12;2,92;26;11;39;0;2;0;0,19;76;3;40;0;0;0;9,5;7,67;4;37,00;0;1
5;1;0;5;32;14;11;0,19;3,27;32;29;23;1;2;1;0,26;85;4;29;0;1;0;3;5,71;4;32,00;0;0
2;1;0;1;6;14;11;0,04;0,96;3;5;17;0;1;0;0,14;25;1;6;0;0;0;8;3;4;6,00;0;0
4;1;1;0;47;14;11;0,00;2,92;15;29;16;9;2;0;0,08;76;0;43;1;0;0;1;2,5;4;10,00;0;0
4;0;2;1;47;14;11;0,04;3,00;13;36;29;0;1;1;0,16;78;0;41;0;1;0;7;2,57;4;12,00;0;4
5;1;0;2;50;14;11;0,08;3,15;21;33;27;1;2;0;0,08;82;2;46;0;0;0;0;4,17;4;19,00;0;0
3;1;0;1;45;14;11;0,04;1,54;10;16;14;0;2;1;0,11;40;0;41;0;1;0;1;4,5;4;20,00;0;0
3;1;0;0;45;14;11;0,00;1,77;16;13;16;1;2;0;0,08;46;0;42;0;0;0;0;5,2;4;21,00;0;0
4;2;1;0;32;14;11;0,00;1,31;15;8;9;2;1;0;0,12;34;0;29;0;0;0;0;4,57;4;15,00;0;0
6;3;3;9;65;14;11;0,35;11,62;69;95;97;2;2;5;0,59;256;0;52;8;9;0;17,2;13,43;4;70,00;0;0
1;1;0;4;5;14;11;0,15;0,77;12;5;2;1;0;0;0,02;20;0;5;0;0;0;4;5;4;5,00;0;0
4;1;1;7;45;14;11;0,27;2,31;18;12;30;0;2;3;0,13;60;3;37;2;3;0;0;4;4;20,00;0;0
4;0;1;16;64;14;11;0,62;5,00;25;55;49;1;1;2;0,44;130;13;59;1;3;0;17,2;4,83;4;25,00;0;0
1;1;0;0;16;14;11;0,00;1,15;3;13;14;0;0;0;0,10;30;0;15;0;0;0;1;6,5;4;13,00;0;0
6;3;1;21;44;14;11;0,81;2,46;15;24;24;1;2;0;0,24;64;17;37;2;0;0;1;5;4;28,00;0;3
5;2;0;0;51;14;11;0,00;5,23;59;37;38;2;0;0;0,35;136;0;42;5;0;0;17,2;5,5;4;34,00;0;0
4;1;0;5;52;14;11;0,19;4,88;18;35;68;6;2;2;0,21;127;1;42;7;4;0;8,25;4,17;4;20,00;0;0
4;1;2;33;76;14;11;1,92;8,04;39;78;73;9;2;5;0,39;209;17;65;6;10;0;11,33;6,5;4;29,00;0;0
4;1;0;0;45;14;11;0,00;2,65;17;27;8;9;2;0;0,09;69;0;41;1;0;0;1;4,83;4;22,00;0;0
3;1;1;8;55;14;11;0,31;4,92;17;47;62;2;0;1;0,34;128;6;49;1;1;0;4,75;9,2;4;43,00;0;0
4;1;1;11;55;14;11;0,42;2,38;9;32;17;4;2;0;0,11;62;6;47;1;0;0;1;4,17;4;21,00;0;0
4;1;3;13;70;14;11;0,50;5,31;44;69;25;0;2;2;0,75;138;8;60;4;2;0;8,8;7,17;4;33,00;0;0
4;1;2;5;71;14;11;0,19;10,65;58;95;97;3;2;2;0,18;256;2;52;10;3;0;9;11,67;4;64,00;0;4
1;1;0;0;10;14;11;0,00;0,50;5;6;2;0;0;0;0,04;13;0;10;0;0;0;17,2;2;4;2,00;0;0
4;1;1;2;47;14;11;0,08;5,69;40;50;54;4;2;0;0,20;148;2;44;0;0;0;0;10,67;4;54,00;0;0
4;2;1;1;47;14;11;0,04;1,38;10;21;5;0;1;1;0,08;36;0;43;0;1;0;2;3,29;4;14,00;0;0
4;2;0;5;49;14;11;0,19;2,88;17;27;31;0;2;1;0,13;75;3;45;0;1;0;0;6;4;29,00;0;0
3;0;4;26;60;14;11;1,00;1,96;23;18;10;0;2;0;0,16;51;17;50;0;0;0;1;6,5;4;36,00;0;0
4;1;1;10;63;14;11;0,38;5,42;54;53;34;0;2;0;0,51;141;6;52;1;0;0;17,2;5;4;28,00;0;0
5;2;0;8;48;14;11;0,31;3,31;36;33;17;0;2;0;0,14;86;8;44;1;0;0;0;5,67;4;23,00;0;0
4;1;0;2;56;14;11;0,08;5,12;27;46;60;0;1;0;0,75;133;2;53;0;0;0;17,2;4,88;4;33,00;0;4
3;1;3;18;57;14;11;0,69;3,73;21;35;40;1;2;0;0,09;97;10;46;1;0;0;4;4,5;4;23,00;0;0
4;0;2;2;34;14;11;0,08;2,88;29;21;22;3;2;1;0,18;75;0;29;1;1;0;6,5;6,33;4;33,00;0;0
4;1;0;17;60;14;11;0,65;6,00;57;55;44;0;2;4;0,45;156;7;44;8;7;0;5,8;6,75;4;45,00;0;0
4;1;0;9;45;14;11;0,35;5,96;25;69;49;9;2;0;0,23;155;9;43;0;0;0;1,5;7,25;4;47,00;0;0
5;2;1;10;64;14;11;0,38;11,46;50;95;97;9;2;1;0,24;256;3;51;6;3;0;3,5;10,86;4;66,00;0;2
4;2;0;1;53;14;11;0,04;2,12;20;15;17;3;2;0;0,11;55;1;45;5;0;0;4;2,67;4;12,00;0;0
