VAR01;VAR02;VAR03;VAR04;VAR05;VAR08;VAR09; VAR11 ; VAR12 ;VAR13a;VAR13b;VAR13c;VAR13d;VAR14;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR25;VAR26; VAR27 ;VAR28; VAR31 ;VAR34;VAR39
5;1;2;33;75;15;15;1,27;5,15;33;43;54;4;2;0;0,40;134;17;69;1;0;0;7;11;4;59,00;0;0
2;0;0;1;39;15;15;0,04;1,54;12;8;20;0;1;0;0,07;40;1;36;0;0;0;4,25;2,13;4;9,00;0;2
0;0;0;1;4;15;15;0,04;0,31;5;0;3;0;0;1;0,00;8;0;4;0;1;0;0;0;4;0,00;0;0
4;0;0;10;56;15;15;0,38;2,65;26;21;21;1;2;0;0,16;69;8;50;0;0;0;5,4;3,63;4;21,00;0;0
4;0;2;4;48;15;15;0,15;2,12;16;20;19;0;2;0;0,05;55;2;41;0;0;0;0;2,29;4;9,00;0;3
3;0;2;31;76;15;15;1,19;5,81;60;60;31;0;2;4;0,22;151;16;61;10;9;0;2,33;4,88;4;26,00;0;0
4;1;3;26;46;15;15;1,00;3,50;15;40;34;2;2;0;0,17;91;17;43;0;0;0;0;4,13;4;24,00;0;2
3;0;2;14;62;15;15;0,54;2,88;40;10;25;0;2;4;0,23;75;3;43;10;7;0;6;3,6;4;14,00;0;0
4;0;1;0;54;15;15;0,00;2,35;11;25;23;2;2;0;0,05;61;0;49;1;0;0;0;4,13;4;12,00;0;0
4;0;0;2;49;15;15;0,08;3,15;17;21;40;4;2;0;0,15;82;1;44;2;0;0;0;2,88;4;12,00;0;0
4;0;1;0;45;15;15;0,00;2,96;16;32;29;0;2;0;0,11;77;0;41;1;0;0;12;3,57;4;18,00;0;0
2;0;0;1;3;15;15;0,04;0,65;3;7;7;0;1;0;0,02;17;1;3;0;0;0;0;4;4;8,00;0;2
1;0;0;0;0;15;15;0,00;0,62;12;2;2;0;0;0;0,01;16;0;0;0;0;0;2;2;4;2,00;0;0
2;0;0;5;44;15;15;0,19;1,85;11;10;21;6;0;3;0,37;48;0;40;1;5;0;6,25;8,33;4;25,00;0;0
0;0;0;0;0;15;15;0,00;0,54;3;6;5;0;0;0;0,00;14;0;0;0;0;0;1;0;4;0,00;0;0
4;0;0;33;76;15;15;1,42;4,19;34;37;37;1;2;5;0,14;109;11;55;10;10;0;2;6,14;4;36,00;0;1
5;2;2;30;67;15;15;1,15;11,62;69;95;97;9;2;1;0,60;256;17;63;0;1;0;9,75;13,43;4;70,00;0;1
1;0;0;0;15;15;15;0,00;0,27;2;2;3;0;0;0;0,04;7;0;12;1;0;0;0;3;4;3,00;0;0
0;0;0;0;47;15;15;0,00;1,19;13;7;11;0;2;0;0,05;31;0;44;0;0;0;0;4;4;9,00;0;0
4;0;0;10;50;15;15;0,38;3,04;40;24;15;0;2;0;0,17;79;7;43;0;0;0;0;3,67;4;17,00;0;1
2;1;1;1;51;15;15;0,04;3,00;49;23;5;1;1;0;0,10;78;1;45;2;0;0;1;2,67;4;8,00;0;0
4;0;0;5;53;15;15;0,19;7,31;50;65;73;2;2;0;0,37;190;3;44;1;0;0;5,5;6,14;4;35,00;0;0
4;0;0;13;54;15;15;0,50;2,85;47;19;8;0;2;5;0,09;74;5;47;2;7;0;1;3,57;4;16,00;0;2
4;0;0;2;50;15;15;0,08;1,62;15;8;19;0;0;0;0,08;42;1;44;0;0;0;0;3,14;4;14,00;0;1
4;0;1;9;54;15;15;0,35;8,12;60;53;97;1;2;1;0,24;211;3;44;5;1;0;15,75;3,5;4;17,00;0;1
2;0;0;0;43;15;15;0,00;0,65;7;7;3;0;1;0;0,02;17;0;40;0;0;0;0;4,75;4;10,00;0;0
4;0;0;3;44;15;15;0,12;2,92;26;11;39;0;2;0;0,17;76;3;40;0;0;0;2;5,38;4;27,00;0;2
4;0;0;5;32;15;15;0,19;3,27;32;29;23;1;2;1;0,22;85;4;29;0;1;0;3;6,38;4;31,00;0;0
3;0;0;1;6;15;15;0,04;0,96;3;5;17;0;1;0;0,17;25;1;6;0;0;0;8,5;4;4;12,00;0;2
4;0;0;0;47;15;15;0,00;2,92;15;29;16;9;2;0;0,09;76;0;43;1;0;0;1;3,25;4;11,00;0;0
5;0;0;1;47;15;15;0,04;3,00;13;36;29;0;1;1;0,13;78;0;41;0;1;0;7,25;3,75;4;20,00;0;4
4;0;2;2;50;15;15;0,08;3,15;21;33;27;1;2;0;0,11;82;2;46;0;0;0;0;3,86;4;16,00;0;0
3;0;0;1;45;15;15;0,04;1,54;10;16;14;0;1;1;0,13;40;0;41;0;1;0;1;3,71;4;15,00;0;0
3;0;1;0;45;15;15;0,00;1,77;16;13;16;1;2;0;0,08;46;0;42;0;0;0;0;4,83;4;19,00;0;1
4;0;0;0;32;15;15;0,00;1,31;15;8;9;2;2;0;0,08;34;0;29;0;0;0;0;2,86;4;13,00;0;1
4;2;3;9;65;15;15;0,35;11,62;69;95;97;2;2;5;0,52;256;0;52;8;9;0;13,5;13,43;4;70,00;0;0
1;0;0;4;5;15;15;0,15;0,77;12;5;2;1;0;0;0,03;20;0;5;0;0;0;3;4;4;4,00;0;0
4;0;0;7;45;15;15;0,27;2,31;18;12;30;0;2;3;0,16;60;3;37;2;3;0;6;4,38;4;24,00;0;0
4;0;0;16;64;15;15;0,62;5,00;25;55;49;1;1;2;0,33;130;13;59;1;3;0;5;3,67;4;21,00;0;1
1;0;0;0;16;15;15;0,00;1,15;3;13;14;0;0;0;0,09;30;0;15;0;0;0;0;4,5;4;9,00;0;0
4;0;2;21;44;15;15;0,81;2,46;15;24;24;1;1;0;0,11;64;17;37;2;0;0;0;3,67;4;20,00;0;3
4;0;1;0;51;15;15;0,00;5,23;59;37;38;2;0;0;0,15;136;0;42;5;0;0;10,5;4,5;4;28,00;0;0
4;0;1;5;52;15;15;0,19;4,88;18;35;68;6;2;2;0,25;127;1;42;7;4;0;1,25;5,71;4;31,00;0;0
4;0;3;33;76;15;15;1,92;8,04;39;78;73;9;2;5;0,26;209;17;65;6;10;0;17,2;5,5;4;36,00;0;0
4;0;0;0;45;15;15;0,00;2,65;17;27;8;9;2;0;0,08;69;0;41;1;0;0;1;3,5;4;17,00;0;0
3;0;0;8;55;15;15;0,31;4,92;17;47;62;2;1;1;0,38;128;6;49;1;1;0;8,75;7,6;4;36,00;0;0
4;0;0;11;55;15;15;0,42;2,38;9;32;17;4;2;0;0,11;62;6;47;1;0;0;0;3,43;4;18,00;0;0
5;2;1;13;70;15;15;0,50;5,31;44;69;25;0;2;2;0,34;138;8;60;4;2;0;5;5,33;4;37,00;0;0
4;1;0;5;71;15;15;0,19;10,65;58;95;97;3;2;2;0,23;256;2;52;10;3;0;3,5;13,43;4;70,00;0;4
1;0;0;0;10;15;15;0,00;0,50;5;6;2;0;0;0;0,04;13;0;10;0;0;0;0;2;4;2,00;0;0
4;0;1;2;47;15;15;0,08;5,69;40;50;54;4;2;0;0,21;148;2;44;0;0;0;0;5,71;4;28,00;0;1
4;0;1;1;47;15;15;0,04;1,38;10;21;5;0;1;1;0,04;36;0;43;0;1;0;2;2,56;4;12,00;0;0
3;0;2;5;49;15;15;0,19;2,88;17;27;31;0;2;1;0,08;75;3;45;0;1;0;0;4,14;4;16,00;0;0
3;0;4;26;60;15;15;1,00;1,96;23;18;10;0;1;0;0,13;51;17;50;0;0;0;1;4,33;4;23,00;0;0
4;0;1;10;63;15;15;0,38;5,42;54;53;34;0;2;0;0,24;141;6;52;1;0;0;9,5;5;4;23,00;0;0
4;0;1;8;48;15;15;0,31;3,31;36;33;17;0;2;0;0,12;86;8;44;1;0;0;0;5,29;4;23,00;0;1
3;0;0;2;56;15;15;0,08;5,12;27;46;60;0;1;0;0,23;133;2;53;0;0;0;11,2;5,25;4;32,00;0;3
5;0;0;18;57;15;15;0,69;3,73;21;35;40;1;1;0;0,21;97;10;46;1;0;0;3;8,5;4;41,00;0;2
4;0;1;2;34;15;15;0,08;2,88;29;21;22;3;2;1;0,14;75;0;29;1;1;0;5,75;4,67;4;23,00;0;0
4;0;0;17;60;15;15;0,65;6,00;57;55;44;0;2;4;0,22;156;7;44;8;7;0;5;4,13;4;26,00;0;0
4;0;0;9;45;15;15;0,35;5,96;25;69;49;9;2;0;0,26;155;9;43;0;0;0;4,75;4,5;4;26,00;0;0
4;2;1;10;64;15;15;0,38;11,46;50;95;97;9;2;1;0,24;256;3;51;6;3;0;2,33;9,67;4;50,00;0;3
4;0;0;1;53;15;15;0,04;2,12;20;15;17;3;2;0;0,06;55;1;45;5;0;0;5;2,13;4;10,00;0;0
4;0;1;33;68;15;15;1,42;5,65;28;67;43;9;2;3;0,39;147;17;57;4;3;0;17,2;5,86;4;27,00;0;1
2;0;0;0;49;15;15;0,00;1,00;8;15;3;0;1;0;0,03;26;0;44;0;0;0;4,5;2;4;4,00;0;0
2;0;0;0;45;15;15;0,00;1,27;23;5;5;0;1;0;0,04;33;0;42;0;0;0;0;2,86;4;10,00;0;0
0;0;0;0;45;15;15;0,00;0,81;10;7;4;0;0;0;0,01;21;0;42;0;0;0;0;2,25;4;0,00;0;0
4;0;0;31;70;15;15;1,19;3,69;40;19;37;0;2;4;0,07;96;11;52;10;10;0;1,5;4,5;4;21,00;0;0
4;2;0;1;42;15;15;0,04;2,81;24;23;25;1;2;0;0,19;73;1;38;0;0;0;4;4,25;4;23,00;0;3
4;0;0;33;76;15;15;1,27;9,85;43;51;97;5;0;0;0,29;256;17;69;0;0;0;2;4,88;4;27,00;0;1
2;0;0;0;17;15;15;0,00;1,81;24;20;3;0;0;0;0,07;47;0;15;0;0;0;4;4,67;4;14,00;0;0
2;0;0;0;14;15;15;0,00;1,00;6;20;0;0;0;0;0,03;26;0;12;0;0;0;0;2;4;4,00;0;0
0;0;0;0;17;15;15;0,00;0,27;2;4;1;0;0;0;0,00;7;0;15;2;0;0;0;0;4;0,00;0;0
4;0;0;0;51;15;15;0,00;5,50;44;46;51;2;2;0;0,24;143;0;44;2;0;0;0;7,29;4;43,00;0;0
6;0;3;15;67;15;15;0,58;5,08;29;41;61;1;2;1;0,25;132;11;51;4;1;0;9;9,14;4;52,00;0;1
4;0;0;13;44;15;15;0,50;4,42;22;78;13;2;2;5;0,14;115;6;36;4;5;0;3,67;3,86;4;19,00;0;0
1;0;0;8;51;15;15;0,31;2,31;31;19;9;1;1;0;0,06;60;6;46;0;0;0;5,5;4,25;4;14,00;0;0
5;0;3;5;48;15;15;0,19;4,69;31;76;13;2;2;0;0,20;122;2;41;1;0;0;2;6,75;4;43,00;0;2
3;0;0;6;49;15;15;0,23;2,15;10;16;26;4;0;0;0,08;56;3;45;0;0;0;3;3,29;4;16,00;0;1
4;0;0;32;65;15;15;1,23;5,31;66;36;36;0;2;0;0,18;138;17;52;3;0;0;4,5;5,17;4;25,00;0;0
4;0;1;3;45;15;15;0,12;3,96;34;41;28;0;2;3;0,16;103;0;40;2;3;0;4,5;3,71;4;18,00;0;1
4;0;0;6;51;15;15;0,23;3,04;25;34;20;0;2;3;0,24;79;1;40;8;5;0;14;2,86;4;13,00;0;0
5;0;1;0;47;15;15;0,00;2,62;27;21;20;0;1;0;0,08;68;0;41;1;0;0;2;3,29;4;13,00;0;4
4;0;0;24;66;15;15;0,92;8,04;69;80;60;0;2;5;0,14;209;4;46;10;10;0;3,5;7,43;4;45,00;1;0
6;1;4;33;76;15;15;1,92;11,62;69;95;97;4;2;5;0,75;256;17;69;10;10;0;6,5;13,43;4;70,00;0;2
4;0;0;7;58;15;15;0,27;3,81;26;34;39;0;2;0;0,21;99;5;51;1;0;0;6;4,67;4;27,00;0;0
4;0;0;0;43;15;15;0,00;2,88;7;46;22;0;2;0;0,43;75;0;40;0;0;0;10;5,14;4;30,00;0;0
4;0;0;0;35;15;15;0,00;3,42;18;19;52;0;2;0;0,10;89;0;31;0;0;0;5,6;2,86;4;12,00;0;1
4;0;0;1;32;15;15;0,04;1,31;8;1;24;1;2;0;0,08;34;1;29;0;0;0;0;2,14;4;9,00;0;0
3;0;1;0;6;15;15;0,00;2,23;12;42;4;0;1;0;0,12;58;0;5;0;0;0;5;2,25;4;8,00;0;0
2;1;2;0;7;15;15;0,00;0,62;0;8;8;0;1;0;0,02;16;0;7;0;0;0;0;2,5;4;5,00;0;0
5;0;0;6;49;15;15;0,23;4,58;23;48;48;0;2;1;0,25;119;5;45;1;1;0;5,75;4,43;4;24,00;0;4
4;0;1;1;50;15;15;0,04;2,15;10;30;16;0;1;0;0,10;56;0;43;2;0;0;4,5;3,63;4;15,00;0;0
4;0;0;7;53;15;15;0,27;3,58;18;37;38;0;2;1;0,23;93;1;41;9;6;0;3,33;7,43;4;26,00;0;0
4;0;0;1;47;15;15;0,04;3,31;47;17;21;1;2;0;0,11;86;1;40;3;0;0;1;3;4;14,00;0;0
3;0;0;1;54;15;15;0,04;4,27;19;63;28;1;2;0;0,05;111;1;51;0;0;0;0;3,88;4;15,00;0;0
1;0;1;0;1;15;15;0,00;0,31;4;1;3;0;0;0;0,01;8;0;1;0;0;0;0;4;4;4,00;0;0
5;0;0;0;34;15;15;0,00;1,27;14;5;13;1;2;0;0,11;33;0;31;0;0;0;0;2,43;4;9,00;0;2
6;3;3;33;76;15;15;1,92;5,73;28;66;55;0;2;4;0,30;149;17;65;8;10;0;6,5;6,5;4;32,00;0;2
5;2;4;33;76;15;15;1,42;11,62;69;95;97;5;2;5;0,35;256;17;69;5;6;0;3;13,43;4;70,00;0;2
4;0;1;33;58;15;15;1,27;8,31;66;81;62;7;2;5;0,30;216;14;44;10;10;0;8;5,63;4;37,00;0;0
3;0;0;1;47;15;15;0,04;1,81;23;7;17;0;0;0;0,09;47;1;41;1;0;0;0;2,5;4;11,00;0;2
4;0;3;1;55;15;15;0,04;2,19;17;26;13;1;2;1;0,10;57;0;50;2;1;0;7,25;3,29;4;12,00;0;0
0;0;0;2;47;15;15;0,08;2,54;29;33;4;0;1;2;0,04;66;0;43;1;2;0;0;2,8;4;0,00;0;0
5;0;1;33;73;15;15;1,38;4,96;31;38;51;9;1;4;0,54;129;17;69;1;4;0;4,25;4,5;4;24,00;0;4
3;0;1;10;57;15;15;0,38;3,58;9;31;53;0;1;1;0,21;93;6;51;0;1;0;3,75;5;4;24,00;0;0
4;0;0;21;67;15;15;0,81;7,08;27;65;90;2;2;2;0,75;184;6;47;10;10;0;17,2;8,25;4;57,00;0;0
4;0;2;7;46;15;15;0,27;6,81;41;55;35;9;2;2;0,20;177;2;39;4;5;0;2,5;4,11;4;22,00;0;0
4;0;1;33;66;15;15;1,27;5,38;19;68;53;0;2;0;0,30;140;0;48;0;0;0;7;5,71;4;34,00;0;0
4;0;2;33;76;15;15;1,92;11,62;66;95;97;2;2;5;0,24;256;17;69;10;10;0;4,5;10,17;4;52,00;0;0
4;0;1;5;65;15;15;0,19;7,85;58;94;47;5;2;1;0,21;204;2;52;9;3;0;0;6,11;4;44,00;0;0
4;1;1;8;46;15;15;0,31;3,31;13;25;43;5;2;1;0,10;86;4;40;3;1;0;1;4;4;22,00;0;0
4;0;0;32;76;15;15;1,23;11,62;69;95;72;8;2;4;0,74;256;10;62;10;10;0;5,75;12,43;4;70,00;0;3
6;0;0;0;44;15;15;0,00;1,12;14;9;6;0;1;0;0,03;29;0;40;0;0;0;0;3,2;4;7,00;0;0
4;0;0;1;51;15;15;0,04;2,88;32;29;14;0;2;1;0,33;75;0;45;2;1;0;8,25;6,17;4;33,00;0;0
5;0;0;2;51;15;15;0,08;2,73;16;30;25;0;1;0;0,75;71;1;44;0;0;0;0;3,86;4;17,00;0;4
1;0;0;9;51;15;15;0,35;1,92;22;12;16;0;1;0;0,05;50;7;45;1;0;0;1;2,5;4;2,00;0;0
5;1;0;24;68;15;15;0,92;9,08;69;95;36;2;2;4;0,32;236;13;57;8;10;0;13,25;10,29;4;61,00;0;0
4;0;1;11;63;15;15;0,42;3,46;27;27;36;0;2;2;0,07;90;8;58;1;3;0;0;4,25;4;17,00;0;0
4;0;1;0;46;15;15;0,00;2,19;15;17;25;0;1;0;0,06;57;0;41;0;0;0;2;2,71;4;13,00;0;4
4;0;1;13;67;15;15;0,50;7,38;25;95;51;2;2;4;0,20;192;1;46;10;10;0;9;4,5;4;20,00;0;0
0;0;0;0;0;15;15;0,00;0,38;1;3;6;0;0;0;0,00;10;0;0;0;0;0;0;0;4;0,00;0;0
1;0;0;1;44;15;15;0,04;1,23;11;9;12;0;1;0;0,03;32;1;40;0;0;0;0;2,2;4;2,00;0;0
4;0;0;2;44;15;15;0,08;2,42;15;6;42;0;2;0;0,20;63;2;40;0;0;0;0;3,13;4;15,00;0;0
6;0;1;0;59;15;15;0,00;4,65;17;67;36;1;2;0;0,24;121;0;51;1;0;0;0;4,88;4;28,00;2;0
4;0;3;1;54;15;15;0,04;4,65;17;86;16;2;1;0;0,41;121;1;48;3;0;0;7,5;10;4;62,00;0;0
5;1;1;33;75;10;10;1,27;5,15;33;43;54;4;2;0;0,34;134;17;69;1;0;0;2,67;8,33;3;44,00;0;1
0;0;0;1;39;10;10;0,04;1,54;12;8;20;0;0;0;0,05;40;1;36;0;0;0;3;1,83;3;2,00;0;0
0;0;0;1;4;10;10;0,04;0,31;5;0;3;0;0;1;0,00;8;0;4;0;1;0;0;0;3;0,00;0;0
3;0;0;10;56;10;10;0,38;2,65;26;21;21;1;2;0;0,11;69;8;50;0;0;0;6;4;3;18,00;0;0
3;0;0;4;48;10;10;0,15;2,12;16;20;19;0;2;0;0,05;55;2;41;0;0;0;0;3,2;3;12,00;0;3
2;1;1;31;76;10;10;1,19;5,81;60;60;31;0;2;4;0,20;151;16;61;10;9;0;2;5,33;3;26,00;0;0
6;4;0;26;46;10;10;1,00;3,50;15;40;34;2;2;0;0,19;91;17;43;0;0;0;1,5;4;3;20,00;0;1
4;2;0;14;62;10;10;0,54;2,88;40;10;25;0;1;4;0,37;75;3;43;10;7;0;7,33;4,4;3;18,00;0;0
3;1;0;0;54;10;10;0,00;2,35;11;25;23;2;2;0;0,06;61;0;49;1;0;0;0;4,14;3;10,00;0;0
3;0;0;2;49;10;10;0,08;3,15;17;21;40;4;2;0;0,06;82;1;44;2;0;0;0;2;3;7,00;0;0
3;0;0;0;45;10;10;0,00;2,96;16;32;29;0;2;0;0,07;77;0;41;1;0;0;1;2,71;3;10,00;0;0
3;1;1;1;3;10;10;0,04;0,65;3;7;7;0;1;0;0,04;17;1;3;0;0;1;0;1,67;3;5,00;0;2
1;0;0;0;0;10;10;0,00;0,62;12;2;2;0;0;0;0,03;16;0;0;0;0;0;2;2;3;2,00;0;0
2;0;0;5;44;10;10;0,19;1,85;11;10;21;6;0;3;0,12;48;0;40;1;5;0;4,33;9;3;18,00;0;0
0;0;0;0;0;10;10;0,00;0,54;3;6;5;0;0;0;0,01;14;0;0;0;0;0;1,5;1;3;3,00;0;0
3;0;0;33;76;10;10;1,42;4,19;34;37;37;1;2;5;0,28;109;11;55;10;10;0;7,25;5,5;3;26,00;0;0
5;2;1;30;67;10;10;1,15;11,62;69;95;97;9;2;1;0,75;256;17;63;0;1;0;9,6;13,43;3;70,00;0;1
1;0;0;0;15;10;10;0,00;0,27;2;2;3;0;0;0;0,05;7;0;12;1;0;0;0;2,5;3;5,00;0;0
0;0;0;0;47;10;10;0,00;1,19;13;7;11;0;1;0;0,02;31;0;44;0;0;0;0;4;3;4,00;0;0
3;0;0;10;50;10;10;0,38;3,04;40;24;15;0;2;0;0,16;79;7;43;0;0;0;5;4,2;3;17,00;0;0
2;0;0;1;51;10;10;0,04;3,00;49;23;5;1;2;0;0,21;78;1;45;2;0;0;8,5;3,5;3;14,00;0;0
3;0;0;5;53;10;10;0,19;7,31;50;65;73;2;2;0;0,30;190;3;44;1;0;0;5,67;6,6;3;29,00;0;0
3;0;0;13;54;10;10;0,50;2,85;47;19;8;0;2;5;0,12;74;5;47;2;7;0;3;5;3;19,00;0;1
3;0;0;2;50;10;10;0,08;1,62;15;8;19;0;0;0;0,06;42;1;44;0;0;0;0;2,83;3;12,00;0;0
3;0;1;9;54;10;10;0,35;8,12;60;53;97;1;2;1;0,20;211;3;44;5;1;0;17,2;3,4;3;13,00;0;0
2;0;0;0;43;10;10;0,00;0,65;7;7;3;0;2;0;0,02;17;0;40;0;0;0;0;3,25;3;6,00;0;0
3;1;1;3;44;10;10;0,12;2,92;26;11;39;0;2;0;0,22;76;3;40;0;0;0;5;4,4;3;18,00;0;0
4;1;1;5;32;10;10;0,19;3,27;32;29;23;1;2;1;0,22;85;4;29;0;1;0;1,5;6;3;26,00;0;0
3;0;0;1;6;10;10;0,04;0,96;3;5;17;0;1;0;0,11;25;1;6;0;0;0;12;4,67;3;14,00;0;1
3;1;0;0;47;10;10;0,00;2,92;15;29;16;9;2;0;0,05;76;0;43;1;0;0;0;2,71;3;9,00;0;0
4;1;0;1;47;10;10;0,04;3,00;13;36;29;0;2;1;0,13;78;0;41;0;1;0;5;2,71;3;11,00;0;3
4;0;0;2;50;10;10;0,08;3,15;21;33;27;1;2;0;0,08;82;2;46;0;0;0;1;4;3;16,00;0;0
2;0;0;1;45;10;10;0,04;1,54;10;16;14;0;2;1;0,05;40;0;41;0;1;0;1;3,6;3;11,00;0;0
3;0;0;0;45;10;10;0,00;1,77;16;13;16;1;2;0;0,05;46;0;42;0;0;0;0;3;3;11,00;0;1
3;0;0;0;32;10;10;0,00;1,31;15;8;9;2;2;0;0,07;34;0;29;0;0;0;7;3,5;3;11,00;0;0
4;2;2;9;65;10;10;0,35;11,62;69;95;97;2;2;5;0,58;256;0;52;8;9;0;12,2;13,43;3;70,00;0;0
1;0;0;4;5;10;10;0,15;0,77;12;5;2;1;0;0;0,04;20;1;5;0;0;0;6,67;3;3;3,00;0;0
3;0;0;7;45;10;10;0,27;2,31;18;12;30;0;2;3;0,12;60;3;37;2;3;0;0;3,4;3;13,00;0;0
3;0;0;16;64;10;10;0,62;5,00;25;55;49;1;2;2;0,45;130;13;59;1;3;0;17,2;4;3;16,00;0;0
1;0;0;0;16;10;10;0,00;1,15;3;13;14;0;0;0;0,04;30;0;15;0;0;0;1,5;9;3;9,00;0;0
3;1;1;21;44;10;10;0,81;2,46;15;24;24;1;1;0;0,12;64;17;38;2;0;0;2;4,71;3;20,00;0;1
5;1;2;0;51;10;10;0,00;5,23;59;37;38;2;0;0;0,35;136;0;42;5;0;0;17;4,71;3;27,00;0;0
3;1;0;5;52;10;10;0,19;4,88;18;35;68;6;2;2;0,20;127;1;42;7;4;0;1,33;3,67;3;15,00;0;0
4;0;2;33;76;10;10;1,92;8,04;39;78;73;9;2;5;0,40;209;17;69;6;10;0;6,75;8;3;36,00;0;1
3;1;1;0;45;10;10;0,00;2,65;17;27;8;9;2;0;0,07;69;0;41;1;0;0;0;3,33;3;12,00;0;0
3;0;0;8;55;10;10;0,31;4,92;17;47;62;2;1;1;0,31;128;6;49;1;1;0;14;8;3;38,00;0;0
4;0;1;11;55;10;10;0,42;2,38;9;32;17;4;2;0;0,06;62;6;47;1;0;0;0;3;3;11,00;0;1
4;0;0;13;70;10;10;0,50;5,31;44;69;25;0;2;2;0,38;138;8;60;4;2;0;7;6,33;3;27,00;0;0
3;0;0;5;71;10;10;0,19;10,65;58;95;97;3;2;2;0,13;256;2;52;10;3;0;2;13,43;3;68,00;0;2
1;0;0;0;10;10;10;0,00;0,50;5;6;2;0;0;0;0,04;13;0;10;0;0;0;15;2;3;2,00;0;0
3;2;0;2;47;10;10;0,08;5,69;40;50;54;4;2;0;0,17;148;2;44;0;0;0;1;6,8;3;28,00;0;0
3;0;0;1;47;10;10;0,04;1,38;10;21;5;0;1;1;0,04;36;0;43;0;1;0;1;2,83;3;8,00;0;0
2;0;0;5;49;10;10;0,19;2,88;17;27;31;0;2;1;0,12;75;3;45;0;1;0;0;5;3;16,00;0;0
2;1;0;26;60;10;10;1,00;1,96;23;18;10;0;1;0;0,12;51;17;50;0;0;0;1;7;3;26,00;0;0
5;2;2;10;63;10;10;0,38;5,42;54;53;34;0;2;0;0,25;141;6;52;1;0;1;9,75;4,57;3;23,00;0;0
3;1;0;8;48;10;10;0,31;3,31;36;33;17;0;2;0;0,12;86;8;44;1;0;0;1;5,2;3;14,00;0;0
3;0;0;2;56;10;10;0,08;5,12;27;46;60;0;2;0;0,24;133;2;53;0;0;0;9,67;6;3;29,00;0;3
3;0;0;18;57;10;10;0,69;3,73;21;35;40;1;2;0;0,12;97;10;46;1;0;0;9;5,8;3;25,00;0;0
3;0;0;2;34;10;10;0,08;2,88;29;21;22;3;2;1;0,16;75;0;29;1;1;0;4,67;5;3;20,00;0;0
3;1;1;17;60;10;10;0,65;6,00;57;55;44;0;2;4;0,33;156;8;46;8;7;0;9,75;5,8;3;21,00;0;0
3;1;0;9;45;10;10;0,35;5,96;25;69;49;9;2;0;0,15;155;9;43;0;0;0;2;3,86;3;17,00;0;0
3;1;1;10;64;10;10;0,38;11,46;50;95;97;9;2;1;0,12;256;5;52;6;3;0;1,67;11;3;49,00;0;1
